,2025-06-30,2025-03-31,2024-12-31,2024-09-30,2024-06-30,2024-03-31
Payables And Accrued Expenses,54878888000.0,54832054000.0,53074454000.0,54681840000.0,52232789000.0,
Current Accrued Expenses,48222363000.0,48591944000.0,47758690000.0,48719460000.0,47217112000.0,
Interest Payable,44678658000.0,44789234000.0,44469549000.0,45945197000.0,44473451000.0,
Payables,6656525000.0,6240110000.0,5315764000.0,5962380000.0,5015677000.0,
Dueto Related Parties Current,452981000.0,463289000.0,524516000.0,470691000.0,444947000.0,
Total Tax Payable,132260000.0,215539000.0,163330000.0,236178000.0,117900000.0,
Income Tax Payable,,,,,,5424000.0
Accounts Payable,6071284000.0,5561282000.0,4627918000.0,5255511000.0,4452830000.0,
Total Assets,380867573000.0,372372919000.0,360099411000.0,360655876000.0,348469179000.0,
Total Non Current Assets,232626492000.0,147177329000.0,141350624000.0,138044023000.0,134077395000.0,
Other Non Current Assets,4630566000.0,4337160000.0,4491382000.0,4619549000.0,4542350000.0,
Non Current Deferred Assets,2813896000.0,2767284000.0,2858893000.0,2650141000.0,2814329000.0,
Non Current Deferred Taxes Assets,2797195000.0,2750450000.0,2839299000.0,2629365000.0,2795022000.0,
Financial Assets,256267000.0,368811000.0,581308000.0,269206000.0,315069000.0,
Investments And Advances,214645910000.0,129722547000.0,123629663000.0,120704488000.0,117433086000.0,
Other Investments,73018527000.0,129722547000.0,123629663000.0,120509971000.0,117411589000.0,
Investmentin Financial Assets,121085651000.0,,,194517000.0,21497000.0,21471000.0
Available For Sale Securities,121085651000.0,,,194517000.0,21497000.0,21471000.0
Long Term Equity Investment,20541732000.0,,,,,
Investments In Other Ventures Under Equity Method,20541732000.0,,,,,
Goodwill And Other Intangible Assets,8477901000.0,8223225000.0,8020004000.0,8072829000.0,7616188000.0,
Other Intangible Assets,7419440000.0,7183136000.0,7000471000.0,7021533000.0,6614825000.0,
Goodwill,1058461000.0,1040089000.0,1019533000.0,1051296000.0,1001363000.0,
Net PPE,1801952000.0,1758302000.0,1769374000.0,1727810000.0,1356373000.0,
Accumulated Depreciation,-357100000.0,-342000.0,-326000000.0,-309900000.0,-292400000.0,
Gross PPE,2159052000.0,1758644000.0,2095374000.0,2037710000.0,1648773000.0,
Other Properties,2159052000.0,1758644000.0,2095374000.0,2037710000.0,1648773000.0,
Current Assets,148241080000.0,225195590000.0,218748787000.0,222611853000.0,214391784000.0,
Restricted Cash,231953000.0,406564000.0,489460000.0,502654000.0,529593000.0,
Prepaid Assets,590908000.0,427314000.0,498577000.0,220508000.0,322491000.0,
Receivables,106232759000.0,105748667000.0,105203060000.0,105680427000.0,99325385000.0,
Other Receivables,50593971000.0,50184702000.0,49816622000.0,51137936000.0,50092885000.0,
Duefrom Related Parties Current,1953350000.0,1813329000.0,1856045000.0,2034664000.0,1616747000.0,
Accrued Interest Receivable,290631000.0,247982000.0,264680000.0,300983000.0,382608000.0,
Loans Receivable,52891499000.0,53027128000.0,52751077000.0,51671539000.0,46820112000.0,
Accounts Receivable,503308000.0,475526000.0,514636000.0,535305000.0,413033000.0,
Cash Cash Equivalents And Short Term Investments,41185460000.0,118613045000.0,112557690000.0,116208264000.0,114214315000.0,
Other Short Term Investments,23361240000.0,100626144000.0,97679197000.0,101748479000.0,98674137000.0,
Cash And Cash Equivalents,17824220000.0,17986901000.0,14878493000.0,14459785000.0,15540178000.0,
